group;accuracy;train count;test count;samples per class;n_classes;Method;imbalance;p;gini;Run;target;equal
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-10;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-12;0,16666666666666666;21;6;3,0;7,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-13;0,21495327102803727;202;107;5,05;40,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-4;0,05;41;20;1,9523809523809523;21,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-7;0,6666666666666666;19;3;3,8;5,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;SPH+CPI;low;0,95;0,4;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;SPH+CPI;low;0,95;0,4;1;;
hde-OM1-2;0,0;7;3;1,75;4,0;CPI;low;0,95;0,4;1;;
hde-OM1-3;0,0;29;8;2,9;10,0;CPI;low;0,95;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;CPI;low;0,95;0,4;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;low;0,95;0,4;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;low;0,95;0,4;1;;
hde-OM2-1;0,0;39;13;1,95;20,0;CPI;low;0,95;0,4;1;;
hde-OM2-3;0,0;6;2;3,0;2,0;CPI;low;0,95;0,4;1;;
hde-OM2-5;0,0;32;11;2,4615384615384617;13,0;CPI;low;0,95;0,4;1;;
hde-OM2-6;0,5;13;2;3,25;4,0;CPI;low;0,95;0,4;1;;
hde-OM3-1;0,0;7;2;2,333333333333333;3,0;CPI;low;0,95;0,4;1;;
hde-OM3-3;0,16666666666666666;30;12;2,727272727272727;11,0;CPI;low;0,95;0,4;1;;
mde-OM1-2;0,0;18;7;2,25;8,0;CPI;low;0,95;0,4;1;;
mde-OM1-3;0,0;54;27;2,7;20,0;CPI;low;0,95;0,4;1;;
mde-OM1-4;0,0;47;18;3,1333333333333333;15,0;CPI;low;0,95;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;low;0,95;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;CPI;low;0,95;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;CPI;low;0,95;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;CPI;low;0,95;0,4;1;;
mde-OM3-10;0,0;11;1;1,2222222222222223;9,0;CPI;low;0,95;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;CPI;low;0,95;0,4;1;;
mde-OM3-12;0,0;21;6;3,0;7,0;CPI;low;0,95;0,4;1;;
mde-OM3-13;0,3177570093457944;202;107;5,05;40,0;CPI;low;0,95;0,4;1;;
mde-OM3-4;0,0;41;20;1,9523809523809523;21,0;CPI;low;0,95;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;CPI;low;0,95;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;CPI;low;0,95;0,4;1;;
mde-OM3-7;0,0;19;3;3,8;5,0;CPI;low;0,95;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;CPI;low;0,95;0,4;1;;
mde-OM3-9;0,0;28;14;2,8;10,0;CPI;low;0,95;0,4;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-10;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-12;0,16666666666666666;21;6;3,0;7,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-13;0,2897196261682243;202;107;5,05;40,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-4;0,05;41;20;1,9523809523809523;21,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-7;0,6666666666666666;19;3;3,8;5,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;SPH+CPI;low;0,9;0,4;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;SPH+CPI;low;0,9;0,4;1;;
hde-OM1-2;0,0;7;3;1,75;4,0;CPI;low;0,9;0,4;1;;
hde-OM1-3;0,0;29;8;2,9;10,0;CPI;low;0,9;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;CPI;low;0,9;0,4;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;low;0,9;0,4;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;low;0,9;0,4;1;;
hde-OM2-1;0,0;39;13;1,95;20,0;CPI;low;0,9;0,4;1;;
hde-OM2-3;0,0;6;2;3,0;2,0;CPI;low;0,9;0,4;1;;
hde-OM2-5;0,0;32;11;2,4615384615384617;13,0;CPI;low;0,9;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;CPI;low;0,9;0,4;1;;
hde-OM3-1;0,0;7;2;2,333333333333333;3,0;CPI;low;0,9;0,4;1;;
hde-OM3-3;0,0;30;12;2,727272727272727;11,0;CPI;low;0,9;0,4;1;;
mde-OM1-2;0,0;18;7;2,25;8,0;CPI;low;0,9;0,4;1;;
mde-OM1-3;0,07407407407407407;54;27;2,7;20,0;CPI;low;0,9;0,4;1;;
mde-OM1-4;0,2222222222222222;47;18;3,1333333333333333;15,0;CPI;low;0,9;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;low;0,9;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;CPI;low;0,9;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;CPI;low;0,9;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;CPI;low;0,9;0,4;1;;
mde-OM3-10;1,0;11;1;1,2222222222222223;9,0;CPI;low;0,9;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;CPI;low;0,9;0,4;1;;
mde-OM3-12;0,0;21;6;3,0;7,0;CPI;low;0,9;0,4;1;;
mde-OM3-13;0,29906542056074764;202;107;5,05;40,0;CPI;low;0,9;0,4;1;;
mde-OM3-4;0,0;41;20;1,9523809523809523;21,0;CPI;low;0,9;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;CPI;low;0,9;0,4;1;;
mde-OM3-6;0,2222222222222222;26;9;2,6;10,0;CPI;low;0,9;0,4;1;;
mde-OM3-7;0,0;19;3;3,8;5,0;CPI;low;0,9;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;CPI;low;0,9;0,4;1;;
mde-OM3-9;0,21428571428571427;28;14;2,8;10,0;CPI;low;0,9;0,4;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-10;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-12;0,16666666666666666;21;6;3,0;7,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-13;0,35514018691588783;202;107;5,05;40,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-4;0,05;41;20;1,9523809523809523;21,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-7;0,6666666666666666;19;3;3,8;5,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;SPH+CPI;low;0,85;0,4;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;SPH+CPI;low;0,85;0,4;1;;
hde-OM1-2;0,0;7;3;1,75;4,0;CPI;low;0,85;0,4;1;;
hde-OM1-3;0,0;29;8;2,9;10,0;CPI;low;0,85;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;CPI;low;0,85;0,4;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;low;0,85;0,4;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;low;0,85;0,4;1;;
hde-OM2-1;0,0;39;13;1,95;20,0;CPI;low;0,85;0,4;1;;
hde-OM2-3;0,0;6;2;3,0;2,0;CPI;low;0,85;0,4;1;;
hde-OM2-5;0,0;32;11;2,4615384615384617;13,0;CPI;low;0,85;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;CPI;low;0,85;0,4;1;;
hde-OM3-1;0,0;7;2;2,333333333333333;3,0;CPI;low;0,85;0,4;1;;
hde-OM3-3;0,08333333333333333;30;12;2,727272727272727;11,0;CPI;low;0,85;0,4;1;;
mde-OM1-2;0,0;18;7;2,25;8,0;CPI;low;0,85;0,4;1;;
mde-OM1-3;0,0;54;27;2,7;20,0;CPI;low;0,85;0,4;1;;
mde-OM1-4;0,2222222222222222;47;18;3,1333333333333333;15,0;CPI;low;0,85;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;low;0,85;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;CPI;low;0,85;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;CPI;low;0,85;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;CPI;low;0,85;0,4;1;;
mde-OM3-10;1,0;11;1;1,2222222222222223;9,0;CPI;low;0,85;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;CPI;low;0,85;0,4;1;;
mde-OM3-12;0,0;21;6;3,0;7,0;CPI;low;0,85;0,4;1;;
mde-OM3-13;0,2803738317757009;202;107;5,05;40,0;CPI;low;0,85;0,4;1;;
mde-OM3-4;0,1;41;20;1,9523809523809523;21,0;CPI;low;0,85;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;CPI;low;0,85;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;CPI;low;0,85;0,4;1;;
mde-OM3-7;0,3333333333333333;19;3;3,8;5,0;CPI;low;0,85;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;CPI;low;0,85;0,4;1;;
mde-OM3-9;0,07142857142857142;28;14;2,8;10,0;CPI;low;0,85;0,4;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-10;1,0;11;1;1,2222222222222223;9,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-12;0,16666666666666666;21;6;3,0;7,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-13;0,35514018691588783;202;107;5,05;40,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-4;0,05;41;20;1,9523809523809523;21,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-7;0,6666666666666666;19;3;3,8;5,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;SPH+CPI;low;0,8;0,4;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;SPH+CPI;low;0,8;0,4;1;;
hde-OM1-2;0,0;7;3;1,75;4,0;CPI;low;0,8;0,4;1;;
hde-OM1-3;0,0;29;8;2,9;10,0;CPI;low;0,8;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;CPI;low;0,8;0,4;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;low;0,8;0,4;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;low;0,8;0,4;1;;
hde-OM2-1;0,0;39;13;1,95;20,0;CPI;low;0,8;0,4;1;;
hde-OM2-3;0,0;6;2;3,0;2,0;CPI;low;0,8;0,4;1;;
hde-OM2-5;0,0;32;11;2,4615384615384617;13,0;CPI;low;0,8;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;CPI;low;0,8;0,4;1;;
hde-OM3-1;0,0;7;2;2,333333333333333;3,0;CPI;low;0,8;0,4;1;;
hde-OM3-3;0,08333333333333333;30;12;2,727272727272727;11,0;CPI;low;0,8;0,4;1;;
mde-OM1-2;0,0;18;7;2,25;8,0;CPI;low;0,8;0,4;1;;
mde-OM1-3;0,0;54;27;2,7;20,0;CPI;low;0,8;0,4;1;;
mde-OM1-4;0,2222222222222222;47;18;3,1333333333333333;15,0;CPI;low;0,8;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;low;0,8;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;CPI;low;0,8;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;CPI;low;0,8;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;CPI;low;0,8;0,4;1;;
mde-OM3-10;1,0;11;1;1,2222222222222223;9,0;CPI;low;0,8;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;CPI;low;0,8;0,4;1;;
mde-OM3-12;0,0;21;6;3,0;7,0;CPI;low;0,8;0,4;1;;
mde-OM3-13;0,2803738317757009;202;107;5,05;40,0;CPI;low;0,8;0,4;1;;
mde-OM3-4;0,1;41;20;1,9523809523809523;21,0;CPI;low;0,8;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;CPI;low;0,8;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;CPI;low;0,8;0,4;1;;
mde-OM3-7;0,3333333333333333;19;3;3,8;5,0;CPI;low;0,8;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;CPI;low;0,8;0,4;1;;
mde-OM3-9;0,07142857142857142;28;14;2,8;10,0;CPI;low;0,8;0,4;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-10;0,0;11;1;1,2222222222222223;9,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-11;0,0;6;2;3,0;2,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-12;0,16666666666666666;21;6;3,0;7,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-13;0,35514018691588783;202;107;5,05;40,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-4;0,05;41;20;1,9523809523809523;21,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-5;0,14285714285714285;26;7;2,6;10,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-7;0,6666666666666666;19;3;3,8;5,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;SPH+CPI;low;0,75;0,4;1;;
mde-OM3-9;0,35714285714285715;28;14;2,8;10,0;SPH+CPI;low;0,75;0,4;1;;
hde-OM1-2;0,0;7;3;1,75;4,0;CPI;low;0,75;0,4;1;;
hde-OM1-3;0,0;29;8;2,9;10,0;CPI;low;0,75;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;CPI;low;0,75;0,4;1;;
hde-OM1-5;0,0;14;8;2,8;5,0;CPI;low;0,75;0,4;1;;
hde-OM1-6;0,0;9;3;2,25;4,0;CPI;low;0,75;0,4;1;;
hde-OM2-1;0,0;39;13;1,95;20,0;CPI;low;0,75;0,4;1;;
hde-OM2-3;1,0;6;2;3,0;2,0;CPI;low;0,75;0,4;1;;
hde-OM2-5;0,3636363636363637;32;11;2,4615384615384617;13,0;CPI;low;0,75;0,4;1;;
hde-OM2-6;0,5;13;2;3,25;4,0;CPI;low;0,75;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;CPI;low;0,75;0,4;1;;
hde-OM3-3;0,3333333333333333;30;12;2,727272727272727;11,0;CPI;low;0,75;0,4;1;;
mde-OM1-2;0,2857142857142857;18;7;2,25;8,0;CPI;low;0,75;0,4;1;;
mde-OM1-3;0,07407407407407407;54;27;2,7;20,0;CPI;low;0,75;0,4;1;;
mde-OM1-4;0,2777777777777778;47;18;3,1333333333333333;15,0;CPI;low;0,75;0,4;1;;
mde-OM1-5;0,0;3;1;1,0;3,0;CPI;low;0,75;0,4;1;;
mde-OM1-6;0,0;12;5;1,7142857142857142;7,0;CPI;low;0,75;0,4;1;;
mde-OM1-7;0,0;4;4;1,3333333333333333;3,0;CPI;low;0,75;0,4;1;;
mde-OM3-1;0,0;7;1;3,5;2,0;CPI;low;0,75;0,4;1;;
mde-OM3-10;1,0;11;1;1,2222222222222223;9,0;CPI;low;0,75;0,4;1;;
mde-OM3-11;0,5;6;2;3,0;2,0;CPI;low;0,75;0,4;1;;
mde-OM3-12;0,0;21;6;3,0;7,0;CPI;low;0,75;0,4;1;;
mde-OM3-13;0,2429906542056075;202;107;5,05;40,0;CPI;low;0,75;0,4;1;;
mde-OM3-4;0,1;41;20;1,9523809523809523;21,0;CPI;low;0,75;0,4;1;;
mde-OM3-5;0,2857142857142857;26;7;2,6;10,0;CPI;low;0,75;0,4;1;;
mde-OM3-6;0,3333333333333333;26;9;2,6;10,0;CPI;low;0,75;0,4;1;;
mde-OM3-7;0,3333333333333333;19;3;3,8;5,0;CPI;low;0,75;0,4;1;;
mde-OM3-8;0,0;15;1;5,0;3,0;CPI;low;0,75;0,4;1;;
mde-OM3-9;0,2857142857142857;28;14;2,8;10,0;CPI;low;0,75;0,4;1;;
hde-OM1-2;0,3333333333333333;7;3;1,75;4,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM1-3;0,125;29;8;2,9;10,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM1-4;0,0;12;3;2,4;5,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM1-5;0,5;14;8;2,8;5,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM1-6;0,3333333333333333;9;3;2,25;4,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM2-1;0,07692307692307693;39;13;1,95;20,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM2-3;0,5;6;2;3,0;2,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM2-5;0,09090909090909093;32;11;2,4615384615384617;13,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM2-6;0,0;13;2;3,25;4,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM3-1;0,5;7;2;2,333333333333333;3,0;SPH+CPI;low;0,7;0,4;1;;
hde-OM3-3;0,25;30;12;2,727272727272727;11,0;SPH+CPI;low;0,7;0,4;1;;
mde-OM1-2;0,14285714285714285;18;7;2,25;8,0;SPH+CPI;low;0,7;0,4;1;;
mde-OM1-3;0,037037037037037035;54;27;2,7;20,0;SPH+CPI;low;0,7;0,4;1;;
